ParamValue,Train MSE,Test MSE
1,2.744321766351224e-06,2.471457782481701e-06
2,7.93773553867363e-06,3.799639936687587e-06
3,7.4798295272302735e-06,5.277859222499005e-06
4,5.721170455455551e-06,4.290261550772428e-06
5,6.432589585664977e-06,5.301230692425064e-06
6,5.170818635601655e-06,4.32687146738118e-06
7,1.1504481089752915e-05,4.772775218621163e-06
8,9.636340097108262e-06,4.401692607019108e-06
9,8.433941555128768e-06,3.959461536599294e-06
10,6.9686394849938985e-06,3.3293588618404324e-06
11,5.897416035297939e-06,2.885961309278404e-06
12,5.401195797346877e-06,2.8361142531156947e-06
13,4.894154224415455e-06,2.681045716251259e-06
14,4.581644822710923e-06,2.6412584646056956e-06
15,4.111807730607862e-06,2.4075646262035673e-06
16,4.340419926320038e-06,2.686816279856996e-06
17,3.885637569766421e-06,2.421194740936422e-06
18,3.7620489854993177e-06,2.429384217630292e-06
19,3.657133286026066e-06,2.435525169928244e-06
20,3.376779179399759e-06,2.268580107359566e-06
21,3.099914453576612e-06,2.094718109258691e-06
22,3.05315453491258e-06,2.113868737746025e-06
23,3.086593255822367e-06,2.2108531520474815e-06
24,2.8983927747866114e-06,2.0885929512768173e-06
25,2.7908759019757425e-06,2.053806125947e-06
26,2.7219632373402784e-06,2.024509851209849e-06
27,2.791446981527408e-06,2.1311619358596107e-06
28,3.001843520875556e-06,2.309184490522457e-06
29,3.012763241494585e-06,2.292442325586507e-06
30,2.9186058043582786e-06,2.2354980024033602e-06
