dataset,1,2,3
Train set,0.0005738610055016322,0.00018530805611071524,0.00020029038784465507
Test  set,0.0005782045565807193,0.00019191023431576275,0.000206498999922082
101.47596430778503,115.48989057540894,536.1602711677551
