ParamValue,Train MSE,Test MSE
1,0.008355537083244503,0.008550760684351273
2,0.006133840937139443,0.004821534515839408
3,0.005437871610515591,0.0038340636427774176
4,0.00464315748276529,0.0033232550254279833
5,0.05904100483523478,0.003570189523223809
6,0.04233232939233564,0.003780164304511892
7,0.03549269842677085,0.0037984836269060614
8,0.02778433657082998,0.00355387150912225
9,0.023082309397427773,0.003297276133712642
10,0.020228085806656308,0.00317747200468248
11,0.01709316246646081,0.0055930475358921174
12,0.014799848567565521,0.005743003327865395
13,0.013203556586536398,0.005149264584641471
14,0.011901899505258785,0.004994212212456414
15,0.010254763208930527,0.004619116211163607
16,0.009516359298751123,0.0048472868748809066
17,0.0081791802384157,0.004602872705316955
18,0.007718050994107308,0.004420519140491478
19,0.007387920257758571,0.0042725064147733265
20,0.006987731467402715,0.004141737239245337
21,0.014108496728995435,0.004153402171951752
22,0.01335805141937017,0.00404375357937623
23,0.012456866550783834,0.003933625784459629
24,0.011732032581637,0.003721148739483964
25,0.01116330674578057,0.003637566272333638
26,0.010686281232591585,0.0035313770498333445
27,0.010182330811810619,0.003438340500032502
28,0.010032770035875571,0.0034180101167617847
29,0.009617015500795353,0.0034529254756886472
30,0.009304744083515963,0.0033415582412928547
31,0.008931477046397008,0.003341099812158643
32,0.008540927295866911,0.003301812857688378
33,0.008339103564995468,0.0034436191856751634
34,0.008101015227480123,0.0034110647224031804
35,135.3831967996992,0.007468983383125383
36,127.96881726920112,0.0073350035990352586
37,121.14401524172273,0.007251979223998596
38,114.8523409221333,0.007131642970605676
39,109.0395255598117,0.006877220092426134
40,103.65660727922688,0.0067817906609144215
41,98.66222215167956,0.006606017365742781
42,94.02307240716982,0.006261382306136939
43,89.70236692254836,0.006152944260472027
44,85.67165240165396,0.005882954691218033
45,81.9797958243711,0.005732269352882855
46,78.45425113482514,0.006202942460238441
47,75.15370935220855,0.005957407335882528
48,72.05506521816184,0.005834595776545314
49,69.14509679144449,0.005725463418965322
50,66.40649816914201,0.006147817885611982
