ParamValue,Train MSE,Test MSE
1,4.399866905778063e-06,4.7758341494011245e-06
2,1.974126289135972e-06,1.943337742890085e-06
3,2.36653191296875e-06,5.347962435366352e-06
4,3.4656805038847503e-06,5.221262608090653e-06
5,3.073289288629638e-06,4.1189157923867715e-06
6,3.4297661867650403e-06,6.232864127482939e-06
7,3.3434580209539726e-06,5.5179867218831334e-06
8,3.120628140246805e-06,4.813641668101414e-06
9,3.006128603584799e-06,5.120574618341863e-06
10,2.862239476471073e-06,4.5981091589054355e-06
11,2.420486959947024e-06,3.855832656484468e-06
12,2.7582090430299956e-06,5.240433017254369e-06
13,2.83375884874005e-06,6.202207603550699e-06
14,2.6777561225417194e-06,7.090812017644572e-06
15,2.78198366357816e-06,7.898414580904469e-06
16,2.7324375890590972e-06,7.241757083199221e-06
17,2.6689888291359664e-06,6.696430791500809e-06
18,2.443412600956286e-06,6.058720781755354e-06
19,2.451639532857057e-06,5.7263092900662475e-06
20,2.5795435290885347e-06,5.540981504609251e-06
21,2.5416628950591076e-06,5.228443661101058e-06
22,2.7381515901242024e-06,5.022725402226479e-06
23,2.6766015687761305e-06,5.370781261853402e-06
24,3.2873272272072106e-06,8.42371634311794e-06
25,3.214302925286052e-06,7.963181570692353e-06
26,3.1200105871651796e-06,7.5177783967696804e-06
27,2.9322971881902595e-06,7.138236932320459e-06
28,2.7451365805357122e-06,6.6546121003370395e-06
29,2.90302845689915e-06,6.794277839113968e-06
30,3.0868661945771645e-06,7.1546258516903055e-06
