dataset,1,2,3
Train set,0.0004593247898715487,0.0002974124835963427,0.0003802584424276503
Test  set,0.0004166146334695632,0.0002781203538430518,0.0003429348312973334
85.56840872764587,97.1792905330658,481.5178232192993
