dataset,1,2,3
Train set,0.0005579670993335043,0.0004097068666599145,0.00019873030852971574
Test  set,0.000546033258664414,0.00040629468930716443,0.00019808317022994025
96.29876494407654,100.329918384552,673.9100663661957
