ParamValue,Train MSE,Test MSE
1,0.3313335397788953,0.04931853649744412
2,0.13339904963357146,0.04799442154650295
3,0.13769831971641366,0.047853234876643606
4,1.0625956707964306,0.04716484787937125
5,0.6962572856912855,0.04667236901848055
6,0.4611280257706662,0.04659934175786148
7,0.35156030088748813,0.04652737354557371
8,0.3026953303246463,0.046601545136323204
9,0.24958621298560632,0.04670448313858059
10,0.21110895517765893,0.046785047806484605
11,0.1827370307928335,0.046826213683386464
12,0.1489782266058666,0.04679643978242329
13,0.13394206953000035,0.046707202457294775
14,0.12183790466077506,0.04654070966738879
15,0.11219259728359514,0.04644611111069825
16,0.10379612433877626,0.0465257157822812
17,0.09743438635102211,0.04646957835138539
18,0.09202402486932544,0.04640894317304353
19,0.08846101849031297,0.046345146328414355
20,0.08440110008683471,0.04634145188664541
21,0.08096049164616215,0.046382057064332044
22,0.0780682911667871,0.0464091234596993
23,0.07296967119478856,0.046438967425334744
24,0.07122521613178079,0.04650481021495271
25,0.06938404950994692,0.046478265323823924
26,0.0676740289325233,0.046459954367193225
27,0.06630199007270093,0.04652792912216824
28,0.06498184521968306,0.04651279024487283
29,0.06379593351411106,0.04650831381433844
30,0.0627338087957545,0.046522009346937815
