ParamValue,Train MSE,Test MSE
1,0.05434077935993453,0.054802660399964155
2,0.050314098955507175,0.05163257440798653
3,0.8754271224793828,0.15301954193773956
4,0.5152686574460911,0.10836669009662286
5,0.3479389766425278,0.08788662535935601
6,0.2560188145217283,0.07609513859652137
7,0.20113166434892027,0.06955579442689183
8,0.1655559011626088,0.06501323725219946
9,0.14120813126707127,0.06167944191528886
10,0.12679971291613973,0.05938416867635493
11,0.11773196288838988,0.05738828402271434
12,0.10680236035063606,0.056191246293849105
13,0.09720414420803362,0.05534613753777556
14,0.09057154420228898,0.05463920872290612
15,0.08510838878224529,0.0540395124726799
16,0.08068849974866922,0.053877018302232044
17,0.0762314736213978,0.05342798595316245
18,0.07305385513224126,0.05292641670592498
19,0.07264001989094097,0.05227707574819883
20,0.07012236774881965,0.05197090505567292
21,0.0703481800291777,0.05172352211202871
22,0.06960953215257662,0.05152668587550527
23,0.06860460174637321,0.05137808916547744
24,0.06723308182816645,0.05124013143811497
25,0.06565056148913313,0.051036807077094376
26,0.0642380786579105,0.050979501467151356
27,0.06299772010759734,0.05086989785345787
28,0.06030306975762316,0.05074262894004488
29,0.0594909841371855,0.05071454942690309
30,0.05826904659823556,0.050535933914301924
