ParamValue,Train MSE,Test MSE
1,1.1069239669826518,0.053278461409340054
2,0.31356084370657666,0.051057353594845506
3,0.16884885241887432,0.050082511303281466
4,0.11593853060696799,0.049990033115279824
5,0.0936296216036721,0.0497661524013823
6,0.07843969116030981,0.04968901289936231
7,0.0703129203188903,0.04959499254279347
8,0.05302880211150046,0.049526658649192624
9,0.05269310113120424,0.04954082599851277
10,0.051687935193871,0.04940031376607718
11,0.05213592135793888,0.04940537821976884
12,0.05136708294057399,0.04930640824583346
13,0.05085277798487186,0.04929866885171739
14,0.05931709727355496,0.04915436459351545
15,0.08117779940045484,0.04916237142692999
16,0.07722408326846937,0.049221232657041154
17,0.07498451585321572,0.04914740386333641
18,0.09085941923142915,0.04916765415263491
19,0.08640880111905203,0.04914489261112766
20,0.09107721367304317,0.04907629527285786
21,0.08757688998273529,0.04908292831252463
22,0.10505945322327954,0.04903137087534838
23,0.10014838333313711,0.04907447451596466
24,0.0957930913664607,0.049045674700076244
25,0.09196566634657423,0.04902498515458918
26,0.08862947144341142,0.04892831999463243
27,0.0856891944701628,0.04892214563027066
28,0.08304485066091484,0.04890616865756605
29,0.0805785924963052,0.04887517321553138
30,0.07705572941808969,0.04883138549194889
