Test #:	PyG w p1:	PyG w p2:	PyG w p3:		SVR w G:		Lin Reg:		Time:
1		0.3284702		14.44s
2		0.3566164		19.69s
3		0.3429139		21.71s
4		0.3471327		19.57s
5		0.3488771		16.67s
6		0.3540225		19.91s
7		0.3477857		20.14s
8		0.3472906		19.90s
9		0.3504275		15.01s
10		0.3342041		17.53s
11		0.3405647		16.89s
12		0.3445774		13.10s
13		0.3289865		16.88s
14		0.3555741		21.93s
15		0.3375175		22.27s
16		0.3370658		21.42s
17		0.3405385		19.26s
18		0.3383128		19.80s
19		0.3398692		15.62s
20		0.3521437		19.13s
21		0.3328872		14.62s
22		0.3274924		14.81s
23		0.3407191		21.62s
24		0.3428024		14.77s
25		0.3506850		19.70s
26		0.3439612		16.93s
27		0.3501566		18.74s
28		0.3422458		15.08s
29		0.3436987		18.60s
30		0.3367138		16.59s
