ParamValue,Train MSE,Test MSE
1,2.282999711444971e-06,2.24190626432801e-06
2,0.0019123083523890272,4.187948855275111e-06
3,0.0008552156562947116,3.105513393701926e-06
4,0.0004823228485325762,2.7018012436621046e-06
5,0.0003126507458414074,3.5090458166547564e-06
6,0.00021745109994245212,2.5359319567309247e-06
7,0.000160214661168847,2.3229514692819363e-06
8,0.00012432089767898556,2.461792001292358e-06
9,9.989646704650463e-05,2.7047931230583572e-06
10,8.190635947174503e-05,3.0210613084672158e-06
11,6.854682830976732e-05,5.725170655375454e-06
12,0.0042431643490401585,4.950499952856611e-06
13,0.003615738336864061,4.397217991804563e-06
14,0.003118243871494838,4.264975958150799e-06
15,0.002716807860808399,3.963097051229333e-06
16,0.0023882832071134763,3.890169064999459e-06
17,0.0016669119243510981,3.6133797864521497e-06
18,0.0014873855466523628,3.396944239533733e-06
19,0.0013352344549004069,3.3395604698450494e-06
20,0.0012054131480299993,3.339114470390881e-06
21,0.0010934845725917748,3.141174893917947e-06
22,0.000996597313969862,3.0473144510138948e-06
23,0.0009121846957349408,3.1428731155031956e-06
24,0.0008379820940418164,3.0951706665281434e-06
25,0.0007723409890851417,2.9033614786519306e-06
26,0.0007141828827275315,2.7766903698311923e-06
27,0.0006622823111879359,2.5835458811210607e-06
28,0.0006160475289490142,2.5069187547036063e-06
29,0.0005747278109309403,2.7365759940692442e-06
30,0.000537375118701269,2.8636520159827622e-06
