ParamValue,Train MSE,Test MSE
1,0.0585040662510376,0.0560213337324544
2,0.05162390920679918,0.052076067967596465
3,0.04971611057123126,0.05094999940229576
4,0.06016049879636002,0.05095196951875002
5,0.055755448880193854,0.05088007812567969
6,0.05390476730712634,0.05462667408166587
7,0.054555722107756145,0.05344670692272927
8,0.053284180617592616,0.05280670587467611
9,0.05238025217450666,0.052188774379625734
10,0.05223799368232527,0.054059734163089956
11,0.053156091097654165,0.05365905433608211
12,0.05285567164572254,0.05437531180672541
13,0.05210531751790227,0.05371235580904673
14,0.05156673831676231,0.052130721383938955
15,0.05252853806750093,0.051354386963283045
16,0.05685992894294699,0.07604903634614389
17,0.05828236228494252,0.07338246759353595
18,0.06618394665218309,0.07079910408482351
19,0.05723799246667275,0.06872738262780781
20,0.07632970486217559,0.08116068828356572
21,0.07359334291774497,0.07825053719054562
22,0.0712586768779384,0.07565345046411352
23,0.06939615034733977,0.07205961878189904
24,0.06758693419395786,0.059149988719101126
25,0.06599230020749403,0.05840852550558682
26,0.06462368653772387,0.05777153640985923
27,0.06340218123248546,0.057519977309774116
28,0.062306302643895056,0.0570566274766542
29,0.061317410091539085,0.05663747920812894
30,0.060414843739631935,0.0561717835160312
