ParamValue,Train MSE,Test MSE
1,0.9288743960569972,0.051019052580244986
2,0.26880692035396764,0.05002109961510625
3,0.1464149403917766,0.07827184664677218
4,0.10507478556978234,0.08409401300868978
5,0.07244249581066131,0.07170731632997306
6,0.06485618530321402,0.0653185207723183
7,0.06570959205239828,0.056980486290759975
8,0.061733567728176036,0.05472241807430965
9,0.062096334871875714,0.053408406271827774
10,0.06450375885300047,0.05257957051076383
11,0.061693048488707894,0.05214665283777528
12,0.06429273275374596,0.05169862225356612
13,0.06674161129667713,0.049272512804584424
14,0.06669389992504413,0.04926504817484289
15,0.0642162709908892,0.04893400775584853
16,0.08816195717171815,0.04883058150634497
17,0.08346885800597732,0.048880690215096875
18,0.08582997275960137,0.0489124895330798
19,0.08207749351681548,0.048746347755556495
20,0.07872207085238883,0.048749240985189284
21,0.07580045243845177,0.04870472136512477
22,0.07430516118078538,0.04870412467999346
23,0.07184107948689263,0.048735881743564045
24,0.06983829540823244,0.04905183107028098
25,0.06806607980746078,0.04895996033028113
26,0.06621800229082703,0.07127244145868168
27,0.06478918329393223,0.06971668595535747
28,0.0636498621385289,0.06832226725572978
29,0.06256408990505721,0.06868529872908671
30,0.06233078364871468,0.0674299682784701
