ParamValue,Train MSE,Test MSE
1,0.005905171812516388,0.005618800922675477
2,0.0057478584402647324,0.005326394090923403
3,0.005707110358214301,0.005254896318416012
4,0.005669975884806404,0.005195589752949854
5,0.005679086647923319,0.005194301915849826
6,0.005654032827423797,0.005168936460008561
7,0.005647306721908721,0.005182638567983027
8,0.005674036657849977,0.005210560028766041
9,0.005662193912105631,0.005210178941142962
10,0.005656917974446666,0.0052317831409217
11,0.005651133298713279,0.005210891424605528
12,0.005642505916819061,0.00520689212867261
13,0.005636094731606481,0.005203689494309551
14,0.005629837986425821,0.005231389029290487
15,0.005630321025604089,0.00523111353005057
16,0.005629990242951593,0.005228861470254729
17,0.00563121914195829,0.005235776882136123
18,0.00562956969286979,0.005228202152422331
19,0.0056286127069490885,0.005232775597554792
20,0.005627392238549401,0.005230033447617751
21,0.005662239941630001,0.005244702335815615
22,0.005657355950788211,0.005244681127883711
23,0.005652481291952183,0.0052489005112092285
24,0.005647089116541595,0.005251859058658955
25,0.005647734420651729,0.005251031536707028
26,0.005642415537612365,0.005243428069806732
27,0.00564500361603074,0.005244678454405022
28,0.005645895001280149,0.005247468771738111
29,0.005643839068916842,0.005246368651899313
30,0.005642326069222562,0.005243686720100492
31,0.00563929165515273,0.005242225463424791
32,0.005639078581156981,0.005240429672983021
33,0.005639081101489517,0.005234460901330422
34,0.0056389005929525365,0.005237887478147588
35,0.0056362160842775575,0.005234292087698352
36,0.00562756812850515,0.005232439867337378
37,0.005625687430712379,0.005229501493560182
38,0.005620825803238464,0.005216852569207558
39,0.0056191355958350375,0.005214095897373409
40,0.005618924057748349,0.005215841297464104
41,0.005619509322576743,0.005210497875476163
42,0.005621457134896246,0.0052056994220132735
43,0.005618052491271007,0.0052078516331463855
44,0.005617907501438396,0.0052039580137381745
45,0.005620661236473737,0.005203453693938649
46,0.005620379574096075,0.005201190833906561
47,0.00562066814338346,0.00520261761957789
48,0.005620264225724149,0.005198572503739372
49,0.005621597345687692,0.005196417435578753
50,0.005620966406288758,0.005197057427925556
