ParamValue,Train MSE,Test MSE
1,0.0011089051776832413,0.0010778049789233882
2,0.0010097848057773328,0.0009744126751512522
3,0.002190149439581939,0.0009352960628801443
4,0.0016495977267857057,0.0009145029865912762
5,0.001408227482002909,0.0009203954844388737
6,0.001270343136566113,0.0009120056439346619
7,0.0012602105976116955,0.0009065785708516892
8,0.001193075377841111,0.0009064266037856203
9,0.0011427428325487103,0.0009044469277108563
10,0.0011082383019462637,0.0009002225437648578
11,0.0010833531792574036,0.0008960908489118705
12,0.0010641953922188824,0.000894974718513207
13,0.0010505018212346698,0.0008928771882844269
14,0.0010368338915851898,0.0008899116981295731
15,0.001025878101897062,0.0008908031995479601
16,0.0012089172517987733,0.000890377215958391
17,0.001181689126256929,0.0008886193322009256
18,0.001214123795351341,0.0008840878241167177
19,0.0011897809313871112,0.0008850853931680394
20,0.0011678607878313546,0.0008859844425790639
21,0.001149392770047139,0.0008849156180443408
22,0.0022285439093258936,0.0008855418208402817
23,0.0021205713133387732,0.000884595238455773
24,0.0020251568574665476,0.0008850400488533772
25,0.001944625461398984,0.0008874551229575059
26,0.0018699341507112627,0.0008877992787838247
27,0.002101938452387234,0.0008884010849902167
28,0.0020228196202081005,0.0008877604629970203
29,0.0019498640284989356,0.000885785994816616
30,0.0018844032249320866,0.0008856581423175941
