ParamValue,Train MSE,Test MSE
1,0.005788578433390884,0.006928990481774459
2,0.0063116102981518075,0.0060497833554579855
3,0.005030280190980825,0.0073669612845937305
4,0.004844278913012519,0.006106416416949441
5,0.005035412552002186,0.00649669448349524
6,0.3713844568134234,0.007213901687715065
7,0.2760142191868839,0.0068876122744155124
8,0.21286094774763115,0.007129940903227007
9,0.16872647840683633,0.006933723985006076
10,0.13815369625302754,0.00731598953961651
11,0.11536847686183768,0.007230830342005161
12,0.09806320983272733,0.006048803872349872
13,0.0841965115757873,0.006172822285617978
14,0.0729651304366785,0.0065793352237693385
15,0.04773615747984098,0.006417264571901526
16,0.04270849076104091,0.004982458721480723
17,0.038481796594044666,0.005030658651161489
18,0.034782502521033015,0.004981359843614888
19,0.033694211713868986,0.004996337572334375
20,0.030647968745404222,0.00507761144389682
21,0.028225158344949465,0.004952359641936639
22,0.026487044198246764,0.0051196613076438515
23,0.024407250735727377,0.005313938517208124
24,0.0227707749160418,0.005502839495139871
25,0.021325103579228708,0.005615487072913375
26,0.020174989173765003,0.005711107718263484
27,0.01896432348067683,0.005867136687134595
28,0.017989040116452453,0.006012560422565183
29,0.017301510535799796,0.006122680497890842
30,0.01641509253133358,0.006246229374189522
31,0.015723509279754463,0.006105161301228131
32,0.01492919426170909,0.005935963236794785
33,0.014279046205481847,0.005549371042299864
34,0.013641638306270918,0.005683360551497247
35,0.018020782792917724,0.005714630254101157
36,0.016743085459110404,0.00579084169880621
37,0.01630234462081047,0.0065600990942977664
38,0.01581899673488648,0.006569574507475593
39,0.015182454875586839,0.006767519401685631
40,0.013951680786727434,0.006841455892920566
41,0.013484484532777011,0.006698361392223158
42,0.012987342127264453,0.006676427082552634
43,0.012150021927287665,0.0066922037348071724
44,0.011742022457653004,0.006751391488386052
45,0.011339241642751987,0.006843386714094104
46,0.011050330376553582,0.006956373302705341
47,0.010610775317206961,0.006584152417417009
48,0.00906525814938989,0.006567417184445896
49,0.008871272080308069,0.006591699988675525
50,0.008691909201523854,0.006620630224308779
