ParamValue,Train MSE,Test MSE
1,0.016166112579513864,0.015474013235283968
2,0.015886659506897098,0.014609870039778284
3,0.014948121036119552,0.014028319297380099
4,0.014689783046324715,0.013855375272615171
5,0.014368620679542624,0.013646898659413889
6,0.015444652745375367,0.013774377684993868
7,0.015052055984610672,0.013665267442713108
8,0.014989421714777776,0.013765218637486455
9,0.015010521671921746,0.013762931349990525
10,0.015089712997924108,0.01378348712591613
11,0.014967993903313905,0.013777959361995785
12,0.014854944946065199,0.01379154458980607
13,0.01474317160420237,0.013718698220642558
14,0.014675174073746673,0.013659715895464431
15,0.014521410405655563,0.013582627055234895
16,0.014558790105188832,0.013648008747022744
17,0.014527373713811438,0.013606905275205444
18,0.014606713413798208,0.013592151314743969
19,0.014696102369269829,0.01359890495150216
20,0.014389796667403412,0.01358509221621055
21,0.014321495034573752,0.013545561385494773
22,0.014347039492683728,0.013549318461335025
23,0.014370835703749973,0.01357362093651149
24,0.014303482290461215,0.013513106487389362
25,0.014318798534737465,0.013517142936164154
26,0.014320507107185703,0.013545075092016513
27,0.014310076913900488,0.01352671736379134
28,0.014280882438490908,0.013515402818750515
29,0.014243084491959346,0.013515949717381468
30,0.014238360290975945,0.013483751279888646
