ParamValue,Train MSE,Test MSE
1,0.17045294724265483,0.053078793033208845
2,0.3713930366978818,0.04925786201506933
3,0.1918281482272469,0.04844159813277065
4,0.16662221423659632,0.05137852553101538
5,0.12431415325596992,0.05188261721580411
6,0.1987437735052611,0.048921018714625515
7,0.15882540898487407,0.048339077045833456
8,0.13351321590357965,0.05081568703054509
9,0.13797992331823722,0.04973443726563668
10,0.1199947554673796,0.04944194786560957
11,0.12892695656621106,0.08611038840872892
12,0.1162816638416174,0.07836681947046854
13,0.10619654018432925,0.0740419645798167
14,0.0975634190708798,0.07351580417065894
15,0.09115950297337605,0.13148075729359052
16,0.0858557651751529,0.12155668293075494
17,0.0831479761409041,0.11331949502130535
18,0.0801362218322769,0.10758278321984277
19,0.08082333105646866,0.10300410308353158
20,0.07754790811173462,0.09770830141924189
21,0.07399206899107852,0.11201632328818033
22,0.07386456379866008,0.1064103307869492
23,0.0697379879521127,0.10080453415663836
24,0.06809004498097294,0.049022811229975455
25,0.0662332092110985,0.052730547016454056
26,0.06475505048015621,0.05237733527152801
27,0.06352987740250005,0.05211316803047803
28,0.07250348795022261,0.05187958130868551
29,0.07089371751376318,0.05536023539368343
30,0.07019131385050335,0.05491173771003451
