ParamValue,Train MSE,Test MSE
1,0.01733706045991404,0.015649649401599283
2,0.016965096497907305,0.014353116242063509
3,0.01596820649210339,0.014328185172680228
4,0.015096676593956158,0.013954902488667624
5,0.014615690507070931,0.013749004292785274
6,0.015703080285229112,0.013657756009046465
7,0.015732908463289303,0.013482392160090992
8,0.015578448455022577,0.013547886032709344
9,0.015429990421185905,0.013602725294945222
10,0.015785808412843026,0.013630293131548461
11,0.015498353928327796,0.01364516801495335
12,0.015548368138554685,0.01365280343949915
13,0.015596178012810765,0.013688626758023788
14,0.015401174084248882,0.013710289480927517
15,0.016663004810688345,0.013737391950369531
16,0.016375770262799634,0.013752881613495966
17,0.016144102878181583,0.0137727543284091
18,0.015879640401299328,0.013807703941738768
19,0.015672377266028853,0.013786628901280396
20,0.015475081208569642,0.013753771588656356
21,0.015344010667729193,0.013733242163500307
22,0.015183982533133168,0.013708297173895156
23,0.015108086187749484,0.013750840086385588
24,0.01509654103818348,0.013762010733474996
25,0.014997140731813026,0.013762112975229923
26,0.0149510079524876,0.013771898854951297
27,0.015003653864684822,0.013769627002690533
28,0.01498860867570485,0.013782761625960002
29,0.014927001530957029,0.013795145940943969
30,0.014895518835721194,0.013805677437337762
