dataset,1,2,3
Train set,0.0014384856368817112,0.0013125659015436836,0.0014179459722640855
Test  set,0.0015762577894323242,0.00144004807101015,0.0015397696174295776
101.32156300544739,108.38631010055542,539.2054297924042
