dataset,1,2,3
Train set,0.0014512849429718774,0.0013525798751199314,0.0014599836491087015
Test  set,0.0013630398583972913,0.001294053175046279,0.001375441798085956
91.02999544143677,150.00354266166687,505.40457820892334
