ParamValue,Train MSE,Test MSE
1,3.98217635438183e-05,4.037822668927987e-05
2,1.2087636828088479e-05,1.2223947592951319e-05
3,8.820168613015897e-06,6.9818145810209015e-06
4,5.883115601565681e-06,4.852034201066422e-06
5,7.86570932000625e-06,5.04672646081135e-06
6,6.2896326584972545e-06,4.323375958826481e-06
7,5.286354272145861e-06,3.842963897960139e-06
8,5.60974864396763e-06,4.522150551996716e-06
9,4.838638321529034e-06,3.916394905733783e-06
10,4.237526068172579e-06,3.4836883699188e-06
11,4.9882188966651876e-06,4.3741443274397665e-06
12,5.869650893179759e-06,5.507732563452807e-06
13,6.40433977974008e-06,5.888055766295731e-06
14,6.0988182089881655e-06,5.67729150820571e-06
15,5.629784976579713e-06,5.26803208335494e-06
16,5.304291583899487e-06,5.021033340414364e-06
17,4.966262438511637e-06,4.719402070328804e-06
18,4.5487974506804455e-06,4.342226663982701e-06
19,4.2226406212788635e-06,4.036739370037418e-06
20,4.376485568286012e-06,4.24233695728473e-06
21,4.013648749467458e-06,3.883564571637133e-06
22,3.929854951934767e-06,3.8142600364339442e-06
23,3.769508806127216e-06,3.6608005266325987e-06
24,3.6962410015535477e-06,3.5599680733348515e-06
25,3.886287377304491e-06,3.787237002079086e-06
26,3.7613714672527432e-06,3.6758141655638974e-06
27,3.6602672636290527e-06,3.5689171040461146e-06
28,3.4586350654975233e-06,3.3564903411858013e-06
29,3.4150262794455805e-06,3.286753981765773e-06
30,3.3671342250460255e-06,3.172116023361861e-06
