ParamValue,Train MSE,Test MSE
1,1.6093715928887493e-05,1.6184138876129905e-05
2,4.9914060671020085e-06,5.0237963082771075e-06
3,3.310112636745015e-06,3.3571889814471516e-06
4,5.2559290538292946e-06,5.442193923074934e-06
5,0.0001815016382022518,5.906837338951037e-06
6,0.00012621652566731972,4.246363858292296e-06
7,9.499420766184496e-05,5.582116533941883e-06
8,7.465180729825254e-05,6.253523886437791e-06
9,5.9800489902793574e-05,5.853092669113152e-06
10,5.039338699257797e-05,7.078633492117661e-06
11,4.191964473264147e-05,6.144996688708071e-06
12,3.596944730029529e-05,6.0361898361350915e-06
13,3.1135865371650477e-05,5.639434906713035e-06
14,0.00016378560161998712,5.268034310749125e-06
15,0.00014320248312575678,5.154760018073043e-06
16,0.00012647981167173447,5.066656276945469e-06
17,0.00011208576780152202,4.548311014059085e-06
18,0.00010054691882417744,5.162072631149745e-06
19,9.046066850519834e-05,4.866987944162124e-06
20,8.182355205449087e-05,5.1159963391440585e-06
21,7.434611615152015e-05,4.776972923489203e-06
22,6.788649450754816e-05,4.506484232311349e-06
23,6.26075756592104e-05,4.28038916715108e-06
24,5.810552299657277e-05,4.574566936278533e-06
25,5.3664910513031345e-05,4.343648303832221e-06
26,4.9797892007659974e-05,4.202329147621232e-06
27,4.6341015323404955e-05,4.057970246438573e-06
28,4.367254394178139e-05,4.37641294724789e-06
29,4.0829305439117797e-05,4.441374782020607e-06
30,3.818345799847109e-05,4.18242731306635e-06
