dataset,1,2,3
Train set,0.0009369439811886265,0.0003413325652967088,0.0003511569701275711
Test  set,0.0009073785923153175,0.0003471589455993115,0.0003548917936786598
89.70430564880371,131.10513401031494,898.919909954071
