ParamValue,Train MSE,Test MSE, Exec Time
2,0.0029069638161115094,0.00281577811904118,512.1314990520477
3,0.0021825167667148568,0.0021884326848382895,772.0752449035645
4,0.0012264205353385317,0.0012198494353458595,891.2084906101227
5,0.0015694070416402044,0.001536834920844739,1019.0642352104187
6,0.0012449314062142733,0.001264112089810962,1173.5044903755188
7,0.00110505412309831,0.0011779519992922364,1384.6238162517548
8,0.001229385707188616,0.0013724031108802344,1696.243060350418
9,0.0010034556860035965,0.0013428915578002282,2196.8856551647186
10,0.0009973172078387965,0.0016263605286882088,2842.949108362198
