ParamValue,Train MSE,Test MSE
1,0.006560869568647188,0.013287517596511495
2,0.006292208565110508,0.0059267251251992
3,0.006173094666979316,0.002612130124275348
4,0.005912498168972579,0.0049200990841695045
5,0.005273836569411964,0.003685785167963231
6,0.005471053988923957,0.0036450596782347327
7,0.005075952700029615,0.004029336035349329
8,0.005273335402320766,0.0045258847569714135
9,0.005607534406880486,0.004384151116387244
10,0.005681461121598477,0.004541201793887517
11,0.006007371657170026,0.004214018014883491
12,0.006261553695122293,0.0038765826693692627
13,0.0061699535559841655,0.003686667171553452
14,0.005693644354576828,0.0035825913391004417
15,0.005782745677334353,0.0035292242836893295
16,0.00566488171810203,0.00378888911042847
17,0.005569171921380362,0.003938407074051154
18,0.00531808052424706,0.003966825795586006
19,0.005410302643588022,0.0038108800278745776
20,0.005265878510944319,0.00392063166431264
21,0.0058477688885729935,0.006058721090361753
22,0.0058451460807545375,0.005825439212504134
23,0.00557428280353189,0.005077485266710128
24,0.0055876203723170545,0.004898322941912756
25,0.0056758931247835745,0.004587824869720142
26,0.005952564870615735,0.005479284717444121
27,0.00595358839168133,0.0054628383540347054
28,0.005729466842430195,0.004922613463410359
29,0.005732589552045395,0.004863661212074065
30,0.0056116610708567705,0.0048637178307532
31,0.005695872765100738,0.004636188650146412
32,0.005750576343266563,0.00450242217128335
33,0.005694480091213592,0.004416986568862649
34,0.005709699942476773,0.004270440970396652
35,0.0057364437315390185,0.0042783383443406806
36,0.005630827255886855,0.0042711243562024125
37,0.005590912859843963,0.004349230947813278
38,0.005611460047069424,0.004279699475945367
39,0.005730214461870392,0.004093527227394485
40,0.005570931911265386,0.004190428817094086
41,0.005532043449109125,0.004141173574097996
42,0.005638743286894972,0.0039869016150365045
43,0.005510780085230289,0.004096528664546117
44,0.005571435802801847,0.003969592098332807
45,0.005531922252057465,0.003907511207238007
46,0.005433117056437049,0.0038989887611197206
47,0.0054003497077464635,0.003921739152535585
48,0.00543490040567973,0.0036425665236640777
49,0.00534345479768792,0.003747933960994405
50,0.005378320170150473,0.0036804380097022575
