ParamValue,Train MSE,Test MSE
1,0.01312363183562801,0.029157561315105933
2,0.014340424185962835,0.031021101108549075
3,0.01248184043934877,0.01623528024378787
4,0.01155930026255534,0.01686106739609576
5,0.009071143425114113,0.01348937046484375
6,0.009442871238907947,0.014057700976457185
7,0.007525934515135051,0.012671259894258978
8,0.006678255730291323,0.011667741721733339
9,0.00597241606856583,0.011493472517423706
10,0.005401990911705114,0.010944331981259985
11,0.005236100259228787,0.010444625032415592
12,0.005436844526788518,0.0093098315824187
13,0.005372686692911981,0.008545983378773308
14,0.005342083649410422,0.008628444954597237
15,0.0053327940327250415,0.008667567444924567
16,0.0052769495238559885,0.008423329733518297
17,0.00499869142320088,0.008721332400397727
18,0.0049182853225744165,0.008195564825271735
19,0.00468954802334487,0.008581751559411903
20,0.0045641500407123566,0.00882466061922095
21,0.004498542177054909,0.008634598759874441
22,0.004612395844636418,0.008482445000087109
23,0.004617033900756975,0.00789324142312051
24,0.004534948745354521,0.007281254478038258
25,0.004620828710531657,0.007139510862906419
26,0.004648941947720964,0.007116970836019202
27,0.004772903972532834,0.006912213790358111
28,0.0047874451490414124,0.006505210619215797
29,0.004861677533246571,0.006247938330331403
30,0.004806302009179816,0.006029510053139081
31,0.004667327149333588,0.006166315706156729
32,0.004690132975097836,0.006160310953187084
33,0.004631063079688362,0.006079663299696717
34,0.0046378215964508395,0.0060697537766427785
35,0.00461872009651632,0.005834633120589668
36,0.0045655989662732955,0.005764037092905634
37,0.004492478247724346,0.005826439676441564
38,0.004460118485987333,0.005931317286863254
39,0.0043391407369899465,0.0061555290837608705
40,0.0042668365284715265,0.006285902845122179
41,0.004290753028306242,0.006202104393766235
42,0.004290794642709203,0.006272315135327673
43,0.0043076401603038975,0.006339053899568705
44,0.004214492394780404,0.006411013384321733
45,0.004205197839099813,0.006558359608309968
46,0.004280317990670239,0.006433267047070548
47,0.004270336253711572,0.006190613984993928
48,0.004182000117063951,0.0061369467671599795
49,0.004169599446241812,0.006229601381934719
50,0.00414827310650575,0.006222021278931884
