ParamValue,Train MSE,Test MSE
1,0.012141678812576676,0.006155652391805067
2,0.007745767563070533,0.007658703921808348
3,0.007167121669622131,0.010385985405716967
4,0.007906790140242644,0.018139870962925308
5,0.006381210716691309,0.011660912923027875
6,0.005849153041190198,0.005662386010475592
7,0.005533129438766966,0.004295275747476353
8,0.005289380324366584,0.0035873420755604284
9,0.005196059032167629,0.0035173822383073776
10,0.004890968347347386,0.0035428586517431524
11,0.004519209985751769,0.0029912989992908123
12,0.004693133532933799,0.0027581905787038745
13,0.004748963863562034,0.00384576011901774
14,0.004702579535420115,0.003172357387499091
15,0.0047140986770917385,0.002888289104410199
16,0.004735331795824529,0.0031709563715360024
17,0.004673983433923625,0.003362029908375648
18,0.004812155919420177,0.003911611508786071
19,0.004787397416152012,0.003590574827064962
20,0.004897279652900865,0.0035255258262395935
21,0.004878388650106321,0.003638324054911839
22,0.0048471683265309765,0.0034469671727403077
23,0.00489500921794701,0.0035295875026526303
24,0.004850517003224515,0.003706501005672416
25,0.004863451197022722,0.003579667795030863
26,0.004778242472366493,0.0034114055624916077
27,0.004710862249354274,0.0031442431696812323
28,0.004774366136932703,0.0034211435524968106
29,0.0048236719129837735,0.003491975458584708
30,0.004892352363683561,0.0035563013836141613
31,0.004821413476656146,0.0037466111332045424
32,0.004867658476082318,0.003961481026677112
33,0.004874539063028092,0.003906039814180772
34,0.0049354566576585495,0.0035680194481469175
35,0.0049366806562747495,0.003647641560973174
36,0.00496118091217653,0.0036040682535561984
37,0.005531329114427947,0.0036515339750985403
38,0.005454100372198579,0.0035386643969585545
39,0.00540443140141899,0.0034265138912194446
40,0.00530783709118756,0.002966327216371685
41,0.00536997508515888,0.0028901959297213432
42,0.005171495392271701,0.002840993881978426
43,0.005174594087303842,0.002752148759286959
44,0.005273015806793674,0.0026952982757010822
45,0.0052432378017820015,0.0026700576606560797
46,0.005200180624991747,0.0026222538152892395
47,0.005141949669318399,0.0025431378843381817
48,0.005122534584375049,0.0024978916613808775
49,0.005153980733128471,0.0024622146544356904
50,0.0051493966487848,0.0024334816952068655
