ParamValue,Train MSE,Test MSE
1,0.015455521456103056,0.015735629989077612
2,0.01444794419972197,0.014699154485802095
3,0.014421642037238261,0.014573544595513573
4,0.014981666147547415,0.014734296511700265
5,0.015033579818071708,0.014768334688705302
6,0.015023498385241902,0.014741281944628003
7,0.014732897255417841,0.014615032360948476
8,0.014649931759635844,0.014648345302346497
9,0.014959133266307205,0.01462594649888081
10,0.014772030200969849,0.014581861102754093
11,0.014687275364280146,0.014504308452742256
12,0.014634244513096705,0.01460713036090788
13,0.014590537936161808,0.014627005846696094
14,0.014700069980987262,0.014640371060407713
15,0.014523789259290142,0.014510349730623838
16,0.014374138126532454,0.014472775707401105
17,0.014344558703824428,0.014444061976725257
18,0.01428933959162136,0.01443270894729889
19,0.014256408060245758,0.01445365570902616
20,0.014220557461191188,0.014438081022191062
21,0.014226937202371523,0.014490402163808322
22,0.014199071315716174,0.014519081140966278
23,0.014213622022826224,0.014550588660310186
24,0.014203132377762715,0.014552300280040422
25,0.014153076023679606,0.01451664871037257
26,0.01416364291216064,0.014520061530919878
27,0.014104318235227785,0.014499204603080648
28,0.01409741723016045,0.014509302609296731
29,0.01409753643010644,0.014535156213534113
30,0.014090722702962804,0.01450769181655686
