ParamValue,Train MSE,Test MSE
1,0.019714299193025142,0.017170270934630017
2,0.0161427947662372,0.018028875851983383
3,0.015697434978866307,0.0198238559921018
4,0.014996169373650304,0.01595635488463128
5,0.014894969217989952,0.014209873028049234
6,0.014852244934587543,0.01404268649364864
7,0.015469843490621995,0.014549677746311652
8,0.015686049293783668,0.014834964105413429
9,0.015268472756367179,0.014509029530546556
10,0.014869828392034202,0.013884255646107074
11,0.014501494458217613,0.013764568057300936
12,0.014424126881039329,0.013738475845589527
13,0.014475349897354751,0.013587035540272826
14,0.014426361066581017,0.013579940082540922
15,0.014340373820701868,0.013745651326066578
16,0.01431507938443207,0.013745656273420752
17,0.014281167943443161,0.013662676817713226
18,0.014244310714171461,0.013541202567985116
19,0.014348558665673588,0.01361513266897343
20,0.014328714114966638,0.01363997464945972
21,0.01432164455248253,0.013685545927904004
22,0.014343655222788704,0.013948287815485282
23,0.014321921556666546,0.013972366734063078
24,0.014332397158417508,0.013947584897770211
25,0.014327396071919535,0.014071270461985233
26,0.014549777100924652,0.014168232824450401
27,0.01453124384271875,0.014109665287332214
28,0.014545038364790966,0.014059089039899393
29,0.014457447055275255,0.014469626513901383
30,0.014446894018440503,0.014264119299662134
