dataset,1,2,3
Train set,0.0009055711477770045,0.000953361784264051,0.000640515580782275
Test  set,0.001742400617657034,0.0010597088666050648,0.0009048386751669519
5.319025993347168,5.609186172485352,10.510732173919678
