dataset,1,2,3
Train set,0.0014184099024125072,0.00133334828506362,0.0014305926484849843
Test  set,0.001519253186052607,0.0013986373278641598,0.001470945830762712
112.17577147483826,198.34856057167053,762.6701164245605
