Test #:	PyGasope:		SVR w G:		Lin Reg:		Time:
1		0.3367852		13.97s
2		0.3317155		15.38s
3		0.3190924		11.54s
4		0.3217117		11.39s
5		0.3157790		15.98s
6		0.3331253		12.18s
7		0.3284403		11.33s
8		0.3290494		11.79s
9		0.3347980		11.14s
10		0.3231385		11.48s
11		0.3430142		15.99s
12		0.3338813		16.03s
13		0.3165626		17.44s
14		0.3167890		11.77s
15		0.3339247		11.61s
16		0.3475595		12.19s
17		0.3481365		13.28s
18		0.3209393		11.87s
19		0.3303298		17.86s
20		0.3240952		11.94s
21		0.3313614		12.01s
22		0.3363523		15.71s
23		0.3408491		17.98s
24		0.3252514		11.70s
25		0.3149435		11.84s
26		0.3451278		13.93s
27		0.3355087		16.42s
28		0.3255074		15.76s
29		0.3334894		15.66s
30		0.3272140		15.63s
31		0.3176830		15.95s
32		0.3417412		13.90s
33		0.3403055		16.14s
34		0.3252335		16.38s
35		0.3400145		16.55s
36		0.3096399		15.93s
37		0.3121486		14.15s
38		0.3333678		16.48s
39		0.3236226		15.67s
40		0.3280915		11.65s
41		0.3255446		11.37s
42		0.3400729		9.84s
43		0.3227276		11.66s
44		0.3341692		16.32s
45		0.3315004		16.05s
46		0.3122955		15.21s
47		0.3370574		15.38s
48		0.3176023		11.56s
49		0.3201502		11.77s
50		0.3339466		18.59s
51		0.3301175		11.58s
52		0.3099627		15.63s
53		0.3300120		15.95s
54		0.3188757		15.50s
55		0.3269889		11.53s
56		0.3319817		11.48s
57		0.3247749		12.85s
58		0.3327121		11.65s
59		0.3321915		15.69s
60		0.3269709		14.08s
61		0.3334797		11.50s
62		0.3257668		12.45s
63		0.3237168		18.00s
64		0.3456888		16.06s
65		0.3304337		13.22s
66		0.3318094		15.77s
67		0.3163554		17.77s
68		0.3467725		15.67s
69		0.3510541		16.27s
70		0.3260099		15.78s
71		0.3370682		15.92s
72		0.3157500		15.92s
73		0.3319172		11.54s
74		0.3270865		18.73s
75		0.3494970		15.65s
76		0.3310921		11.67s
77		0.3440027		11.52s
78		0.3258051		14.09s
79		0.3237867		15.95s
80		0.3194718		15.63s
81		0.3280975		15.42s
82		0.3432025		14.99s
83		0.3139726		13.66s
84		0.3347761		15.48s
85		0.3294117		11.69s
86		0.3415722		15.65s
87		0.3330720		15.59s
88		0.3382408		15.95s
89		0.3390736		11.57s
90		0.3162543		11.95s
91		0.3290168		11.66s
92		0.3416796		15.76s
93		0.3393932		16.09s
94		0.3275667		10.38s
95		0.3452664		16.10s
96		0.3261518		15.90s
97		0.3315781		12.37s
98		0.3215961		16.13s
99		0.3271096		16.15s
100		0.3457886		11.73s
