run,rmse,popsize
38,2.117450015172639,30
39,2.115840243689715,30
40,2.1152883258213806,30
41,2.1140996185457324,30
42,2.1139298193421734,30
43,2.1127451436683904,30
44,2.1115607677100328,30
45,2.110329935495538,30
46,2.109316370218279,30
47,2.1085988769907575,30
48,2.106856219269208,30
49,2.105945341964562,30
50,2.1049632338882813,30
51,2.104561052929059,30
52,2.1038802923336393,30
53,2.102105001638522,30
54,2.1008637132354555,30
55,2.1001128469909154,30
56,2.0996024902705606,30
57,2.0993542864415287,30
58,2.098956398745696,30
59,2.098402602175627,30
60,2.0974903276346475,30
61,2.097077037374917,30
62,2.096166571384361,30
63,2.0954874103770886,30
64,2.0947666420597546,30
65,2.0941810005544164,30
66,2.09420655801171,30
67,2.0936024121754193,30
68,2.0930928232286923,30
69,2.09248553470647,30
70,2.0918915874262365,30
71,2.0915723137426947,30
72,2.0915059598560295,30
73,2.091280086914143,30
74,2.091106951522912,30
75,2.090710385416595,30
76,2.090347128218005,30
77,2.0900082965896627,30
78,2.0894818796173706,30
79,2.088801070001288,30
80,2.0878158754901435,30
81,2.08724527305639,30
82,2.086820786322892,30
83,2.086405388266609,30
84,2.0858056325673338,30
85,2.085409416533101,30
86,2.0847990551077396,30
87,2.0847430842967145,30
88,2.0844780568592705,30
89,2.0843372256147608,30
90,2.0841607124631287,30
91,2.084025767856334,30
92,2.083802071179364,30
93,2.083698754997424,30
94,2.0836167412600384,30
95,2.083336832359061,30
96,2.083282528915694,30
97,2.0824622856584725,30
98,2.082405890510796,30
99,2.0819747792741956,30
0,2.2348606819878167,35
1,2.2293123588984587,35
2,2.2223710039425293,35
3,2.2175661074285755,35
4,2.212718942869414,35
5,2.2065451249604537,35
6,2.2018277283511387,35
7,2.1984552147882317,35
8,2.195110907104459,35
9,2.1889976718781496,35
10,2.1840195608666346,35
11,2.1773432407562416,35
12,2.1734760860137388,35
13,2.1722459893308224,35
14,2.1697319472345167,35
15,2.1658579208411277,35
16,2.163876742813129,35
17,2.1603556137446867,35
18,2.1587384866333674,35
19,2.1556184775672853,35
20,2.153761057591416,35
21,2.151185646718552,35
22,2.149848528807395,35
23,2.1472882894529746,35
24,2.144914247167587,35
25,2.1431105401969637,35
26,2.1401713791899772,35
27,2.1381158710254815,35
28,2.1364298937521116,35
29,2.1348366862208357,35
30,2.1334426969229434,35
31,2.13101580667527,35
32,2.1285909954678965,35
33,2.126935770583903,35
34,2.125840004807628,35
35,2.1229936920277503,35
36,2.1225519151978993,35
37,2.1213607251748416,35
38,2.1206803607474884,35
39,2.1195101760897868,35
40,2.118023299217525,35
41,2.1176437770672916,35
42,2.1175176489368623,35
43,2.1171705767996967,35
44,2.1163842386399256,35
45,2.1145377483506462,35
46,2.113428996332599,35
47,2.113049432589862,35
48,2.111897462824858,35
49,2.110852916718181,35
50,2.1102295886787457,35
51,2.109604303295301,35
52,2.108650987222739,35
53,2.106975878510269,35
54,2.10654615977369,35
55,2.10581588977106,35
56,2.104807371622847,35
57,2.1043684968690433,35
58,2.1035865388731474,35
59,2.1036018998240307,35
60,2.102525383791506,35
61,2.1016804094479813,35
62,2.1007054442165147,35
63,2.100428228306536,35
64,2.09966863877005,35
65,2.09900453115928,35
66,2.098168689177821,35
67,2.09701215228118,35
68,2.0968145903377997,35
69,2.095644241924381,35
70,2.0948826536560743,35
71,2.094004602429384,35
72,2.093822615550814,35
73,2.093489136891291,35
74,2.093396361136254,35
75,2.0927414976866867,35
76,2.0920596751631932,35
77,2.091781778303233,35
78,2.091533153364727,35
79,2.0913339737427976,35
80,2.0905612310331265,35
81,2.0901791092323423,35
82,2.0895362384470726,35
83,2.089340941716152,35
84,2.088676271514432,35
85,2.0876705261250184,35
86,2.0876705261250157,35
87,2.087433262075704,35
88,2.0872267462445397,35
89,2.086828530200672,35
90,2.086535309334703,35
91,2.086169411536582,35
92,2.085585814893528,35
93,2.085200338296185,35
94,2.085004880474956,35
95,2.0847993388682644,35
96,2.084811944037922,35
97,2.0842491988186205,35
98,2.0838692438214705,35
99,2.0832979732907995,35
0,2.2328596047576945,40
1,2.2235251824341664,40
2,2.2169891414396727,40
3,2.2100950674048567,40
4,2.204357136917212,40
5,2.1994842450725534,40
6,2.1969462516499876,40
7,2.1900353988009145,40
8,2.1823192665680478,40
9,2.1761147359526234,40
10,2.172662667616381,40
11,2.166072097941181,40
12,2.1633027901572266,40
13,2.159429883065029,40
14,2.156760782871082,40
15,2.1528846901257945,40
16,2.1507300661028528,40
17,2.147916452989902,40
18,2.1450091157403275,40
19,2.1418075527422507,40
20,2.1399489361254025,40
21,2.138165446943747,40
22,2.1369454243595785,40
23,2.133482793910727,40
24,2.1310089667324683,40
25,2.128772765386283,40
26,2.125632929539537,40
27,2.1248739791389935,40
28,2.123641021984101,40
29,2.1227594085274992,40
30,2.121510258766968,40
31,2.119546900799014,40
32,2.1177457080337696,40
33,2.1157634624486223,40
34,2.115020012130276,40
35,2.1137861984812356,40
36,2.11256065708002,40
37,2.1119964269305442,40
38,2.1109011081725035,40
39,2.110104372845987,40
40,2.1090703493106018,40
41,2.108431334750738,40
42,2.1074153666248177,40
43,2.106815832778906,40
44,2.105787792178536,40
45,2.1046225428975363,40
46,2.1043917380211083,40
47,2.1036661764261324,40
48,2.1025910297216086,40
49,2.101912400962001,40
50,2.1005496799408454,40
51,2.10006138631235,40
52,2.099819465708244,40
53,2.0996164605521823,40
54,2.0989576044641542,40
55,2.0975958809904873,40
56,2.0964681411889092,40
57,2.095536796453759,40
58,2.0946358350286918,40
59,2.0940118801430634,40
60,2.0930976258710476,40
61,2.092250274058657,40
62,2.091837629488595,40
63,2.0912192094179165,40
64,2.0908223795328387,40
65,2.0907706618404083,40
66,2.0906762093263573,40
67,2.089538577606474,40
68,2.089342909018167,40
69,2.088510622062285,40
70,2.0880074077413435,40
71,2.087158841093093,40
72,2.086883654056873,40
73,2.08632822586522,40
74,2.08613121674564,40
75,2.086095151738591,40
76,2.0858425286733318,40
77,2.0854757235471495,40
78,2.084786159253031,40
79,2.0842411193534196,40
80,2.0836488029935825,40
81,2.083346209220488,40
82,2.0828850532644063,40
83,2.0824626443313594,40
84,2.0821396043693694,40
85,2.0817885852976628,40
86,2.081679042225896,40
87,2.081348143680969,40
88,2.0805107337856708,40
89,2.08033762680626,40
90,2.0800326428351927,40
91,2.079814872023957,40
92,2.0795880698107814,40
93,2.07883010491399,40
94,2.0786346646227924,40
95,2.078141080181815,40
96,2.0780182495700084,40
97,2.0777494376416437,40
98,2.0776201996963732,40
99,2.0769557564301993,40
0,2.219610167861057,45
1,2.21677537666939,45
2,2.209271644423113,45
3,2.2033154173560074,45
4,2.1988266381982142,45
5,2.191158108932764,45
6,2.1870995386290106,45
7,2.183132452868557,45
8,2.1772947965149387,45
9,2.173435162642457,45
10,2.1698188403895347,45
11,2.167142040486227,45
12,2.163245307958562,45
13,2.1608826015034026,45
14,2.1585516595541123,45
15,2.1550897181923347,45
16,2.151904728270592,45
17,2.1491423444455635,45
18,2.1466421523189507,45
19,2.144872548303812,45
20,2.142699257467011,45
21,2.13958884658849,45
22,2.1374637018692115,45
23,2.1350808847869143,45
24,2.1343049991745233,45
25,2.131358841984142,45
26,2.129795646649291,45
27,2.127924809981905,45
28,2.126359811292067,45
29,2.1250302651217807,45
30,2.1224601973305925,45
31,2.1205819794817438,45
32,2.118885504734236,45
33,2.1181014669968823,45
34,2.117585909189679,45
35,2.1164254706225853,45
36,2.115704886587348,45
37,2.1142602782385524,45
38,2.113787494545625,45
39,2.1130334970819575,45
40,2.1114810953583447,45
41,2.110341821178685,45
42,2.1097681766556917,45
43,2.1090164677286483,45
44,2.108504111886912,45
45,2.1070799295508538,45
46,2.1065880500798535,45
47,2.1058401330145067,45
48,2.1056925488620823,45
49,2.1042532158261658,45
50,2.1030394697223684,45
51,2.101642328658178,45
52,2.1010738987894495,45
53,2.1002558554156496,45
54,2.0998114682527578,45
55,2.0994346605534706,45
56,2.098629775278023,45
57,2.0984769548491533,45
58,2.097303157591873,45
59,2.096734594190291,45
60,2.0964609441095305,45
61,2.0961459805803386,45
62,2.0953423482602096,45
63,2.094895303275867,45
64,2.0948514433567293,45
65,2.093913518901461,45
66,2.092888856074357,45
67,2.09272484044522,45
68,2.0922805940835554,45
69,2.091875471794781,45
70,2.091317444845342,45
71,2.090807018993515,45
72,2.08936938892304,45
73,2.0888401740291918,45
74,2.0882988303834242,45
75,2.0874307580147047,45
76,2.0872005209085476,45
77,2.0869279095085127,45
78,2.0867185246825235,45
79,2.0864686766134777,45
80,2.086013392440613,45
81,2.0850825578399457,45
82,2.0847915619175343,45
83,2.0845456813245153,45
84,2.083699591324868,45
85,2.0836813651710115,45
86,2.0830495533546256,45
87,2.0829822513735863,45
88,2.082420944433048,45
89,2.0822938318331423,45
90,2.0820830105618926,45
91,2.0818751901060164,45
92,2.0815852496776635,45
93,2.081571495605342,45
94,2.081091822124532,45
95,2.0808252624078003,45
96,2.0804651492145774,45
97,2.07993072946823,45
98,2.0795126538275004,45
99,2.0791708540470464,45
0,2.216650344625271,50
1,2.210243511317881,50
2,2.201642225776146,50
3,2.1956518918736045,50
4,2.188948668749633,50
5,2.1838669519584384,50
6,2.1782631569686375,50
7,2.1760702602754227,50
8,2.172047637629594,50
9,2.168723666948987,50
10,2.163604136320538,50
11,2.1573335128974573,50
12,2.153099531902447,50
13,2.150059079105412,50
14,2.146428724106136,50
15,2.1452807724198717,50
16,2.142197617319897,50
17,2.1407332850600684,50
18,2.139174606759798,50
19,2.136403460945629,50
20,2.133684844169904,50
21,2.1321863352734622,50
22,2.12930659191172,50
23,2.128138529588723,50
24,2.126295643297617,50
25,2.1242741100124043,50
26,2.1222835357218366,50
27,2.121395635853996,50
28,2.120889369566429,50
29,2.1203737147795407,50
30,2.118891989054279,50
31,2.1175699860756163,50
32,2.1152530557855918,50
33,2.1147960500273895,50
34,2.1132659654720793,50
35,2.112255686410002,50
36,2.110873268889355,50
37,2.108652254054701,50
38,2.1082377252931366,50
39,2.107778676907237,50
40,2.106754868928388,50
41,2.105465024701924,50
42,2.104394039099562,50
43,2.1033761165638274,50
44,2.103209193573911,50
45,2.1024200970614317,50
46,2.101488006150314,50
47,2.0991719046218837,50
48,2.0984969133778923,50
49,2.097880109630975,50
50,2.0975910375001847,50
51,2.097051406452952,50
52,2.096154931432664,50
53,2.095115845211203,50
54,2.0941679714112986,50
55,2.0940163494334816,50
56,2.093239383778903,50
57,2.0929697990710854,50
58,2.0923331066821946,50
59,2.0918828625535717,50
60,2.091569803571963,50
61,2.0912413887015773,50
62,2.090685502627398,50
63,2.0902306442319243,50
64,2.089276999060333,50
65,2.088932784236108,50
66,2.088542920308381,50
67,2.0879549929540713,50
68,2.087512201231944,50
69,2.087028819390982,50
70,2.086226538559943,50
71,2.0862444042770476,50
72,2.085935346986336,50
73,2.08571849629839,50
74,2.0850920869255014,50
75,2.084055088534296,50
76,2.083672814583956,50
77,2.0833894380038647,50
78,2.0828692925165755,50
79,2.082529022953456,50
80,2.0823145041246205,50
81,2.081778568507585,50
82,2.0815418820097076,50
83,2.0808062785619383,50
84,2.0804584623808666,50
85,2.0801460126626927,50
86,2.0797969200310082,50
87,2.0795242413765633,50
88,2.0791448484004045,50
89,2.0791629229873494,50
90,2.078674435561235,50
91,2.0783171781887435,50
92,2.078409212492403,50
93,2.0780599778196187,50
94,2.0778235279042963,50
95,2.077281733986891,50
96,2.0767588819171734,50
97,2.0767834947574384,50
98,2.0763320599629163,50
99,2.0755598338252135,50
0,2.2029261451647675,55
1,2.198053289257939,55
2,2.19375444041504,55
3,2.188879538664304,55
4,2.181430143714981,55
5,2.1777708474629334,55
6,2.1720499249775247,55
7,2.1690380150280335,55
8,2.166707000654519,55
9,2.160470538332261,55
10,2.1549708792220654,55
11,2.1532914811874386,55
12,2.152244543850358,55
13,2.147871140570359,55
14,2.145656555279179,55
15,2.1404256674481634,55
16,2.13863127482964,55
17,2.137279104668667,55
18,2.135165720261566,55
19,2.1336931931882934,55
20,2.131914158818888,55
21,2.130769359118896,55
22,2.1288208791275576,55
23,2.127379619102491,55
24,2.125642114826568,55
25,2.1233810579010557,55
26,2.122254821399352,55
27,2.121741450928142,55
28,2.1203622175931836,55
29,2.117238791989119,55
30,2.1165119456927504,55
31,2.1157386493563477,55
32,2.114628238526364,55
33,2.1136094602347892,55
34,2.1113654690364463,55
35,2.1102094761871615,55
36,2.1095878241966397,55
37,2.109085136537205,55
38,2.10841332208747,55
39,2.1082914427906516,55
40,2.107055453975922,55
41,2.1060459273326613,55
42,2.1051991953799605,55
43,2.1043693215148926,55
44,2.1036296229048244,55
45,2.1025812597152598,55
46,2.1016550437946115,55
47,2.1010919178287204,55
48,2.1001470820642236,55
49,2.0998154589376647,55
50,2.0995283256703163,55
51,2.099081934035259,55
52,2.098668391911201,55
53,2.097800750511289,55
54,2.0965243000350116,55
55,2.095372665126052,55
56,2.0951317162614336,55
57,2.094675381326474,55
58,2.0933699700104405,55
59,2.092721053488331,55
60,2.092182361876078,55
61,2.09176822394153,55
62,2.0909032328257626,55
63,2.090146164817467,55
64,2.089283526672024,55
65,2.088634755584956,55
66,2.088243103722602,55
67,2.0876765569940763,55
68,2.0870016408510677,55
69,2.0864491413874062,55
70,2.0861155134146387,55
71,2.0858099831329637,55
72,2.085644862913037,55
73,2.0855113133279275,55
74,2.0846560284131495,55
75,2.0846462403997696,55
76,2.084282237083051,55
77,2.084046839007917,55
78,2.083535198004029,55
79,2.0832469145891603,55
80,2.0826630288337205,55
81,2.082626365249049,55
82,2.0818936721602497,55
83,2.080953772668973,55
84,2.080888094773552,55
85,2.080409838979464,55
86,2.07999915973253,55
87,2.0796206041032126,55
88,2.0793521353080933,55
89,2.0789576909579153,55
90,2.0787179537085256,55
91,2.0785001150072677,55
92,2.0779249933194524,55
93,2.0772379737924025,55
94,2.0768675505120826,55
95,2.0766277112995755,55
96,2.076416772033543,55
97,2.076422632233072,55
98,2.076332140769455,55
99,2.0753901306422518,55
0,2.2059228515129665,60
1,2.2032235458016514,60
2,2.199270150296061,60
3,2.194273231104163,60
4,2.1886526213216415,60
5,2.182430718331986,60
6,2.178387667109077,60
7,2.173973122081866,60
8,2.1695054496564437,60
9,2.1664687767367083,60
10,2.1604627080725316,60
11,2.1588730254978845,60
12,2.1524554212992153,60
13,2.1489289096378266,60
14,2.148077371834122,60
15,2.144702136777023,60
16,2.140902537185826,60
17,2.139888870677746,60
18,2.1371900289268475,60
19,2.1354213398717676,60
20,2.132599658011849,60
21,2.1303105578808896,60
22,2.1282690762755547,60
23,2.1253490380714832,60
24,2.123776956596655,60
25,2.121846578051572,60
26,2.1202845734082647,60
27,2.1188239442487844,60
28,2.117442122234013,60
29,2.114885540063572,60
30,2.1130979572565827,60
31,2.1124558661929487,60
32,2.1115892611081652,60
33,2.11035306217861,60
34,2.10871445893868,60
35,2.1077546660572666,60
36,2.1071358763343224,60
37,2.106333663996063,60
38,2.106003097967188,60
39,2.105149807136035,60
40,2.1043757894436377,60
41,2.103180550055486,60
42,2.1027872681208297,60
43,2.1022634990194202,60
44,2.101818018938621,60
45,2.1004829447914433,60
46,2.1001618574045304,60
47,2.099777398452194,60
48,2.098748052225452,60
49,2.0977649905884164,60
50,2.0973097678179133,60
51,2.0969976548504614,60
52,2.096035087206523,60
53,2.095283021086152,60
54,2.0947081337076883,60
55,2.093960485911298,60
56,2.0934675780873633,60
57,2.093114688766604,60
58,2.0928196547685434,60
59,2.0921902725328345,60
60,2.0910485871355364,60
61,2.090442292856763,60
62,2.0896951646843624,60
63,2.0891731346002897,60
64,2.087999461890793,60
65,2.0876415506928643,60
66,2.0874786352669625,60
67,2.086929632898854,60
68,2.0865802161916096,60
69,2.0861063503882193,60
70,2.085438766129462,60
71,2.084780306604041,60
72,2.084464498454485,60
73,2.0836043337134895,60
74,2.082882271250362,60
75,2.082284484229323,60
76,2.082219296358608,60
77,2.0817593308834903,60
78,2.080996369103878,60
79,2.0808519122230744,60
80,2.080785552308462,60
81,2.080091047876207,60
82,2.079748411805457,60
83,2.0795838912610454,60
84,2.079587216862994,60
85,2.079251459855782,60
86,2.078991883627878,60
87,2.0787804425457694,60
88,2.0785527254475555,60
89,2.0782713631590126,60
90,2.0781849195659046,60
91,2.0779641092917207,60
92,2.077635132760277,60
93,2.077376254016751,60
94,2.077157680900741,60
95,2.0770113032714566,60
96,2.0767000323624356,60
97,2.0762913228820334,60
98,2.0759551810941033,60
99,2.0748408243770435,60
