ParamValue,Train MSE,Test MSE
1,0.007590668320800089,0.02342628191151075
2,0.004491180501596134,0.025533724766259945
3,0.003761875327588032,0.026664989519249237
4,0.00397207204856975,0.025494455641389552
5,0.0037296300133263117,0.01792468877882025
6,0.003665184071823836,0.017164287207541717
7,0.003602203620602748,0.016182869566284196
8,0.0034343705471636104,0.017451244893610544
9,0.0034800267141409788,0.017419214287024795
10,0.003494089152813676,0.018649072651317683
11,0.003585383996180892,0.02146021777751387
12,0.003483767797654206,0.02215697776725377
13,0.0033882322971404296,0.020557162600641228
14,0.0033889992110928465,0.02006720380127813
15,0.0033240501916165397,0.02031687247229713
16,0.003354948335916041,0.020725000786559165
17,0.0032609894699859687,0.01748639439512107
18,0.003211052898003144,0.017647224875447953
19,0.0032020627256728134,0.01809552919009484
20,0.017119779215673783,0.018172750369797635
21,0.015858262712224243,0.018307452070090387
22,0.014788698752518712,0.018173340884277873
23,0.013909323019466228,0.01867348266954945
24,0.013023809953738497,0.018688200624359892
25,0.012280138914670422,0.018420367614494216
26,0.011716803930312663,0.019168607410299392
27,0.011153029691166567,0.01935541141047022
28,0.010605076040027523,0.019444191592487337
29,0.010065140438214012,0.01946295837677974
30,0.009597376829844285,0.019394228770596926
31,0.009210032697649242,0.019536982295135837
32,0.00882013560687966,0.01939305730365599
33,0.008719887726529756,0.019814316658124574
34,0.008466133745341229,0.019687483145439527
35,0.008157613738244399,0.019879658379046476
36,0.007999232063745821,0.020029745459242652
37,0.007708099321122611,0.01996249942570878
38,0.007518186904078397,0.02016737401269204
39,0.0073521236238870335,0.019943758329306175
40,0.007182370300655415,0.019945904338032214
41,0.00702031125958776,0.02038455414355876
42,0.007114923888719674,0.020668964695853363
43,0.0068858589440950035,0.02024018717561962
44,0.006717989980229491,0.02035556478852476
45,0.00654965913304481,0.020325028596486952
46,0.006420097091492614,0.020514050835332212
47,0.006112541282803422,0.020647909891232847
48,0.005961918333602495,0.02044852793146313
49,0.005827995679507424,0.020601597369900925
50,0.005739862531170823,0.020724327987274332
