ParamValue,Train MSE,Test MSE
1,0.007535069482062433,0.005198646351408501
2,0.006285090540119273,0.01000574321690389
3,0.006171985422180689,0.007718519389366945
4,0.005509607300384869,0.007846789385856732
5,0.005003630837344869,0.006837392464157365
6,0.004856452709518912,0.007005169721044974
7,0.004668406408663792,0.00680319587595818
8,0.004631145338151383,0.008651724128641252
9,0.004930029193078668,0.009088100569289475
10,0.004550508820795719,0.009519890777419706
11,0.0045804539379784345,0.00931143210623863
12,0.010270535389220178,0.014616235843991906
13,0.009587791597109267,0.014888916802207785
14,0.008944419610615192,0.01497793668393487
15,0.008322609926995413,0.014103033431873116
16,0.007918397580623805,0.013884654578187687
17,0.007363385544355932,0.012052260530639073
18,0.0070196340688394275,0.011575971455769685
19,0.006780246474393715,0.011947167199138672
20,0.006530957456215383,0.012107802727068752
21,0.006370403478698985,0.01155240384836823
22,0.0062704022886540065,0.01197747876120367
23,0.006169713255118968,0.011498250818966627
24,0.0060795711177441735,0.011620747332768196
25,0.005938892161694819,0.011354177180088593
26,0.005929669392927545,0.012977595825192898
27,0.006932429637381438,0.006839606010004189
28,0.006805232953596679,0.007027854784607297
29,0.006601840039144987,0.006674822526705646
30,0.006507887904592489,0.006682220490660171
31,0.006515878033535354,0.006845088580694162
32,0.00651281472021001,0.0064741258057400535
33,0.006437317760370623,0.006456697214975748
34,0.0062451890696307725,0.006123393875250683
35,0.00619304040393717,0.006037224653409411
36,0.006013917173705646,0.005897573679934882
37,0.005918213928401372,0.0062254226421798705
38,0.00582371559565927,0.0061632641714218775
39,0.005749927375170069,0.006206025604822305
40,0.005695657985137202,0.006490131412021236
41,0.005717454346615464,0.00683138571792592
42,0.005691954849785336,0.006517986781451728
43,0.005657681784024502,0.006552966996683145
44,0.005581154103049154,0.006363226292164827
45,0.00552621978538029,0.006336359945409529
46,0.005445799531186232,0.006491737782546684
47,0.005429162183801944,0.006673138047201547
48,0.005377034298044599,0.006684343501840486
49,0.005293505275970214,0.0064997438275597496
50,0.005275032800442615,0.006373196620993343
