ParamValue,Train MSE,Test MSE
1,0.005970633815775423,0.0032585564692924236
2,0.004603915643285123,0.002525299498087167
3,0.0044461965795013535,0.0028672232484729734
4,0.004543327029538862,0.0028985783256241997
5,0.00438018439002244,0.0034998233621585328
6,0.004465325286192694,0.0032517310345499934
7,0.004421730593645279,0.0032804424025576393
8,0.004479319896356654,0.0033000993067320893
9,0.004446239337388542,0.0034569049363120815
10,0.004431009900978612,0.0033592055205261483
11,0.0044097657918004485,0.0033618285154381955
12,0.004516886675270211,0.0033266722549270835
13,0.004316664355835908,0.003286447958410206
14,0.0042882015778565276,0.0031764537762270966
15,0.004333299984047698,0.003183112053625185
16,0.00437246103376738,0.003241483007035385
17,0.004368201677429742,0.0033195396621056123
18,0.004329938820099588,0.00353097239311358
19,0.00436616922872371,0.003270549473826086
20,0.004333310917675052,0.0032273221871593726
21,0.004335542740952416,0.003207949899691019
22,0.004316141568206134,0.0032518200655518347
23,0.0043184064855103675,0.003225461331256152
24,0.004295913099895657,0.0032673588694883946
25,0.004371675957724572,0.00342819587739654
26,0.00434972385501371,0.0034327986848708956
27,0.004347582786807491,0.003462170361279133
28,0.004363405165055593,0.003412258512504739
29,0.004330528955469225,0.003401577456485994
30,0.004349048896023749,0.0033674436146113847
31,0.004310414138095263,0.0033601421275035437
32,0.004323262174666418,0.003277655474605688
33,0.004305652348907896,0.0033337774878211823
34,0.004306132469485142,0.0033273889488932736
35,0.004323869509381963,0.0033319973790580395
36,0.004324591988529092,0.0033534064111564836
37,0.004374408991154913,0.003270407508843047
38,0.004368924704826304,0.003305074476639572
39,0.00436179094349284,0.003343905987714422
40,0.004365181986807144,0.0032959971269310205
41,0.004354370216267537,0.00330222585945692
42,0.004372015581707515,0.003298137833909312
43,0.0043621438677431575,0.003351826517630803
44,0.004360092897757173,0.0033295477290163295
45,0.004343675519046369,0.0033359559890432725
46,0.004551691903465646,0.0033500927374447765
47,0.004554789520319716,0.0033146344337256243
48,0.004542350681040881,0.003306762920926902
49,0.004547069443210311,0.0032227714990934802
50,0.00452995608309885,0.0032037159729484234
